Area,Value,Room,Living,School,Year,Floor
148,349,3,2,0,2006,20
90,245,2,1,1,2010,6
116,610,2,1,1,2002,12
58,185,2,1,0,1984,6
150,470,4,2,1,2000,22
42,145,1,0,1,2004,7
54,190,1,1,1,2004,18
237,920,3,3,0,2007,4
72,299,2,1,0,1990,16
125,890,3,2,1,2004,12
67,505,2,1,1,2002,6
54,155,2,1,0,1984,6
61,290,2,1,1,1996,6
78,480,2,1,1,2004,16
162,275,3,2,1,2000,23
57,145,1,1,0,2000,20
107,335,2,2,0,2001,25
109,260,2,1,0,2000,11
56,165,1,1,1,1998,30
138,256,3,2,1,2002,32
150,375,3,2,1,2003,20
137,405,3,2,1,2010,2
141,400,3,2,1,2004,9
99,500,2,1,1,1998,7
121,450,3,1,0,1996,6
58,173,1,0,1,2004,24
166,1200,3,1,1,2000,6
122,900,3,2,1,2000,19
71,226,1,1,1,2003,32
65,288,2,1,1,1994,6
55,260,2,1,0,1984,6
93,280,2,1,1,2003,6
83,350,3,1,0,1990,16
58,205,2,1,1,1993,6
44,185,1,1,0,1985,15
39,280,1,0,1,2003,16
82,162,2,2,1,1996,6
133,540,3,2,1,1999,24
73,360,2,1,1,1993,18
53,340,2,1,1,1980,6
140,260,3,2,1,2004,23
136,260,3,2,0,2012,8
44,130,1,1,0,1990,6
61,240,2,1,1,1996,7
118,470,3,2,0,1999,26
93,220,2,1,1,2008,11
42,167,1,1,0,1996,6
75,350,2,1,1,1989,8
142,325,3,2,0,2004,13
222,1400,3,2,0,2007,17
47,150,1,1,1,2000,32
63,135,1,1,0,2004,11
66,210,2,1,1,1990,6
49,175,2,1,1,2012,16
54,250,2,1,1,1995,6
89,200,2,1,1,2003,7
192,450,4,2,1,2003,14
73,123,1,1,1,1996,6
91,350,2,2,0,2002,6
40,182,1,1,0,2000,21
102,380,2,2,1,2001,29
139,385,3,2,0,2007,15
54,192,2,1,1,1981,6
60,470,2,1,1,1979,5
133,1150,3,2,1,2000,19
85,175,2,1,1,2010,9
124,253,3,2,0,2007,6
66,255,2,1,1,2001,6
88,412,3,1,1,1996,24
72,360,3,1,1,1987,6
100,280,2,2,1,2001,21
94,340,2,2,1,2007,18
42,241,1,1,1,1983,6
67,308,2,1,1,1986,14
57,333,3,1,1,1980,6
64,290,1,1,0,1996,24
85,245,3,1,1,1999,10
54,188,2,1,0,1995,6
76,143,2,2,1,1997,6
80,295,2,1,0,1989,22
103,230,2,2,1,2004,18
206,960,4,2,0,2004,24
108,280,3,2,1,2000,6
87,193,2,1,0,1995,6
166,850,3,1,1,2005,19
76,137,2,1,1,1995,6
48,145,1,1,1,2004,15
44,235,2,1,1,1981,5
71,178,2,1,0,1997,6
100,396,2,1,1,2005,23
102,340,2,2,0,2002,30
67,225,2,2,0,2004,7
100,340,2,2,1,2000,24
87,160,2,1,1,2005,19
114,300,3,1,1,1999,18
81,260,2,2,0,2005,9
61,200,2,1,0,1986,16
118,540,2,2,0,2002,28
58,220,2,1,1,1985,6
94,279,2,1,1,2003,15
76,300,3,1,1,1995,15
126,900,3,2,1,2004,11
47,188,1,0,0,2010,19
104,495,2,2,1,2000,13
67,203,1,1,0,2005,20
85,290,2,1,1,2005,18
58,249,2,1,0,1994,6
41,148,1,1,1,1983,14
68,195,2,1,0,1999,6
66,325,2,1,1,1990,18
202,840,4,2,1,2008,8
139,590,2,2,0,2002,15
83,505,4,1,1,1970,6
260,1080,4,2,1,2009,6
97,204,2,1,1,2005,8
87,240,2,2,1,1999,18
95,280,3,2,1,2012,0
81,205,2,1,0,1986,16
53,125,2,1,1,1992,6
56,140,2,1,1,1982,6
78,255,2,1,1,2000,25
39,140,1,1,0,1987,24
46,220,2,1,0,1976,4
140,650,3,2,0,2004,19
44,127,2,1,0,1976,6
74,334,3,1,1,1996,6
58,390,3,1,1,1975,5
88,213,2,2,0,1997,6
113,550,2,2,1,2005,15
79,211,2,1,1,2003,21
148,510,3,2,0,1999,30
119,320,3,2,0,2006,6
92,320,3,2,0,2007,6
150,700,2,2,0,2008,32
98,330,2,2,1,2000,8
60,235,2,1,1,1990,6
61,185,1,1,1,2000,25
124,330,3,2,1,2011,6
179,930,4,2,1,2012,18
93,330,2,1,0,2006,11
155,373,3,2,0,2006,20
125,400,3,1,1,2004,9
220,730,4,1,0,1995,15
76,280,2,1,1,1996,24
209,580,4,1,0,2000,21
142,430,3,2,1,2004,23
148,510,3,2,0,1999,30
66,220,2,1,0,1996,6
58,218,2,1,1,1992,6
113,225,3,1,0,2003,6
68,320,2,1,1,1990,16
112,310,2,2,0,2004,20
137,770,3,2,0,2001,19
52,195,1,1,1,1999,6
63,200,2,1,0,1986,6
89,420,2,1,0,2001,11
54,200,1,1,0,2002,15
47,270,1,1,0,1998,13
93,330,2,1,0,2006,11
119,320,3,2,0,2006,6
113,225,3,1,0,2003,6
76,280,2,1,1,1996,24
51,170,1,1,0,1994,6
49,115,1,1,0,2003,22
97,195,2,2,1,2005,12
54,200,1,1,0,2002,15
89,420,2,1,0,2001,11
98,380,3,1,1,1997,26
48,169,1,1,0,2007,5
74,220,2,1,0,1995,10
89,420,2,1,0,2001,11
58,265,2,1,0,1989,6
68,320,2,1,1,1990,16
79,211,2,1,1,2003,21
58,218,2,1,1,1992,6
63,280,2,1,1,1964,5
113,550,2,2,1,2005,15
148,345,3,2,0,2003,6
136,510,3,1,1,2003,18
68,295,1,2,0,1998,29
71,320,3,1,0,1990,6
112,310,2,1,1,2004,24
63,300,2,1,1,1995,91
110,390,2,2,1,2001,16
125,400,3,1,1,2004,9
51,165,1,1,0,1998,17
155,373,3,2,0,2006,20
150,540,3,2,0,2008,30
97,195,2,2,1,2005,12
64,285,2,1,1,1997,6
90,500,3,1,1,2010,28
58,170,2,1,1,1993,6
59,500,2,1,0,1990,16
209,580,4,1,0,2000,21
64,285,2,1,1,1997,6
60,235,2,1,1,1990,6
150,700,2,2,0,2008,32
68,295,1,2,0,1998,29
97,490,2,2,0,2000,26
110,390,2,2,1,2001,16
76,280,2,1,1,1996,24
179,930,4,2,1,2012,18
99,360,2,2,0,2002,4
63,280,2,1,1,1964,5
125,400,3,1,1,2004,9
150,242,3,2,1,2002,18
89,238,2,2,0,2002,6
169,501,3,2,0,1997,16
113,550,2,2,1,2005,15
90,510,2,1,1,2011,28
43,215,1,1,0,2005,26
68,295,1,2,0,1998,29
58,265,2,1,0,1989,6
148,345,3,2,0,2003,6
116,378,3,2,0,2000,23
54,200,1,1,0,2002,15
92,190,3,1,0,2011,17
64,285,2,1,1,1997,6
59,500,2,1,0,1990,16
61,225,2,1,0,1978,6
156,330,2,2,1,2001,32
156,370,4,2,1,2003,6
98,350,2,1,0,2003,6
215,1000,3,2,0,1997,6
63,150,2,1,0,1995,6
53,220,2,1,0,1982,6
118,750,3,2,1,2004,6
140,770,3,2,1,2012,27
65,235,2,1,0,1980,6
85,225,2,2,0,2000,13
75,162,2,1,1,1996,6
45,130,1,0,0,2008,24
50,121,1,1,0,2004,6
134,360,3,1,0,1998,18
113,560,2,2,1,2001,20
40,145,1,1,1,1984,6
85,160,2,1,1,2003,6
98,430,2,2,0,2000,30
67,285,1,1,1,2000,24
83,213,2,2,0,1995,6
76,245,3,1,1,1990,15
130,700,3,2,1,2003,17
70,228,2,1,1,1990,25
58,158,2,1,1,1998,6
120,208,2,1,1,2005,19
119,430,3,2,0,2003,5
61,260,2,1,1,1996,6
109,820,2,1,1,2002,24
107,430,2,2,0,2001,4
86,168,2,2,1,2012,19
68,320,3,1,1,1992,6
47,170,1,1,0,1993,6
111,325,3,2,0,2000,24
54,267,2,1,1,1997,6
56,192,2,1,0,2012,16
86,198,2,1,1,2009,15
159,770,4,1,1,2001,24
100,330,2,1,1,2009,18
86,220,1,2,1,2010,27
172,600,3,2,0,2001,33
66,185,1,1,0,2002,5
144,385,3,2,0,2003,11
146,245,3,2,0,2002,11
134,360,3,1,0,1998,18
60,320,2,1,1,1992,16
102,315,2,1,0,2006,21
98,265,2,2,1,1992,6
128,570,2,2,1,2004,21
62,146,1,1,1,1998,6
123,266,3,2,1,2006,6
62,168,3,1,1,1983,6
67,355,2,1,1,1993,18
60,250,1,1,1,1998,28
149,1270,3,2,0,1998,6
72,398,3,1,1,1989,20
92,720,3,2,1,2000,11
60,265,2,1,1,1992,6
167,1700,6,0,1,2013,1
51,115,1,0,0,2012,18
161,300,4,2,0,1999,6
111,310,3,2,0,2003,6
151,820,2,2,0,2008,28
46,210,1,1,0,1997,9
76,300,2,2,1,2000,20
93,262,2,1,0,2005,11
56,165,2,1,1,1983,6
88,235,2,1,0,1999,6
102,282,2,2,1,2000,7
55,178,1,1,0,2010,6
51,135,1,1,0,2000,11
74,140,2,1,0,1994,6
73,260,2,1,1,2007,10
61,146,1,1,1,2012,27
109,400,3,1,1,2000,6
69,205,2,1,0,1996,14
186,355,3,2,1,2005,6
76,155,2,1,1,1996,6
89,210,2,1,0,2002,6
66,239,1,1,0,2010,1
57,155,2,1,1,1983,6
66,199,2,1,0,1980,6
105,420,2,2,0,2001,33
61,217,2,1,1,1993,6
114,750,2,2,1,2000,14
92,390,2,2,0,2000,29
91,320,3,1,0,2004,6
51,142,1,0,0,2005,11
167,830,4,1,0,1998,15
143,225,3,2,0,2002,5
104,225,2,1,1,2005,11
69,205,2,1,0,1996,14
128,490,2,2,0,2000,18
60,245,2,1,1,1986,16
43,220,1,1,1,1982,12
84,260,3,1,1,1990,14
52,205,1,1,1,1994,6
152,750,3,2,0,2011,17
60,230,2,1,1,1986,18
104,305,2,2,0,1999,21
64,270,1,1,1,2004,28
67,175,2,1,0,1997,6
63,139,1,1,0,2002,11
80,168,2,1,1,1997,7
117,560,3,1,1,1998,25
157,400,3,2,1,2004,8
86,220,1,2,1,2010,27
78,315,3,1,1,1987,16
130,450,4,1,1,2006,9
64,237,1,1,1,2008,21
97,150,2,1,0,2009,14
46,200,1,0,1,1995,12
171,530,3,2,1,2002,5
78,352,2,2,1,1990,6
102,280,2,2,1,2000,19
85,340,2,1,1,2002,6
71,235,2,1,1,1992,18
85,330,3,1,1,1989,25
187,320,4,2,1,2001,7
150,770,4,2,1,2004,9
87,315,2,1,1,2001,24
50,145,1,0,0,2008,21
40,115,1,1,1,2000,20
103,200,2,2,1,2001,6
91,180,2,1,1,2001,6
109,350,3,2,1,1999,24
109,778,2,2,1,1996,18
97,268,2,1,0,1996,6
94,295,3,1,1,1999,14
84,295,2,1,1,2000,6
263,1750,4,2,0,2006,12
160,650,3,2,0,1999,6
80,250,3,1,0,1995,6
74,415,3,1,1,1978,6
38,180,1,0,0,2001,12
59,230,2,1,0,1989,6
98,178,2,1,1,2000,6
54,188,2,1,0,1988,6
91,210,2,1,0,2011,35
97,205,2,1,0,1999,6
73,270,3,1,1,1988,6
75,380,2,1,1,2002,16
121,345,3,1,1,2004,6
104,590,3,2,1,2000,27
163,760,3,2,1,2004,26
59,220,1,1,1,1957,5
89,255,2,2,0,2008,10
64,245,2,1,1,1995,18
71,320,2,1,0,1995,16
67,285,1,1,1,2000,24
95,510,2,2,1,2005,28
65,360,2,1,1,1983,24
102,230,2,2,1,2002,6
99,290,2,1,0,2002,29
85,340,3,1,0,1989,25
117,480,2,1,1,2000,20
65,389,3,1,1,1981,6
179,950,4,1,1,1981,19
68,128,1,1,1,1996,5
191,1180,3,2,0,2002,22
94,218,2,2,0,2007,13
54,260,2,1,1,1984,5
118,220,3,2,0,2012,19
56,122,1,1,1,2005,22
40,130,1,0,0,2003,10
84,330,3,1,0,1989,5
89,610,2,2,1,2004,16
60,148,2,1,0,1983,6
218,410,5,2,1,2000,7
143,225,3,2,0,2002,5
57,250,2,1,0,1989,6
46,155,2,1,0,2010,17
164,600,3,2,1,2004,30
80,213,2,2,1,1996,6
58,260,1,1,1,1999,18
58,335,2,1,1,1984,6
133,630,3,2,1,2000,18
64,198,2,1,1,1991,5
170,880,3,2,0,2008,15
94,380,2,2,0,2000,30
53,130,1,0,1,2007,14
61,146,1,1,1,2012,27
101,480,2,2,1,1995,17
68,280,3,1,1,1989,6
97,598,2,2,1,1998,6
55,178,1,1,0,2010,6
70,305,2,1,1,1996,18
76,350,2,1,0,2003,17
37,150,1,1,1,2006,6
111,292,2,2,0,2005,11
72,430,3,1,1,1989,17
76,305,3,1,1,1989,25
55,210,1,1,1,2004,18
124,260,3,1,0,1998,6
96,275,2,2,0,2002,11
70,195,2,1,0,1998,6
149,425,3,1,0,1999,32
74,320,1,1,1,2000,24
54,285,2,1,0,1978,5
171,295,3,1,0,2005,7
85,340,3,1,0,1990,25
42,176,1,0,0,2004,11
59,275,2,1,0,1989,6
79,310,3,1,1,1996,6
55,320,2,1,1,1980,1
101,340,2,2,1,2004,8
124,630,2,2,0,2000,28
130,270,3,2,1,2001,10
65,260,1,1,1,2006,19
81,190,2,1,0,2000,13
125,272,3,2,0,2002,6
66,255,2,1,1,2001,24
133,306,3,2,1,2004,17
80,128,3,1,0,1996,5
48,150,2,1,1,1988,6
157,680,3,2,1,2003,26
64,230,1,1,0,2003,21
80,290,2,1,1,1998,6
67,280,2,1,0,1994,6
61,166,1,1,1,2000,22
60,250,2,1,1,1996,6
85,170,2,1,1,1999,6
88,440,3,1,1,1983,12
96,180,2,1,0,2003,6
56,178,2,1,0,1988,6
67,220,2,1,1,2000,6
53,280,2,1,1,2009,17
111,400,2,2,0,2006,16
110,218,3,1,1,2012,11
92,250,2,1,1,2000,19
62,190,2,1,0,1989,18
59,330,2,1,1,1980,14
100,430,2,1,0,1990,24
77,435,3,1,1,1983,20
58,143,2,1,1,1980,6
70,205,2,1,0,1993,6
48,150,2,1,1,1988,6
105,375,2,2,0,2004,6
81,370,3,1,1,1993,7
52,170,1,1,1,1994,6
109,400,3,1,1,2000,6
127,275,3,2,0,2004,4
61,199,1,1,0,2000,21
104,370,2,1,0,2005,28
49,166,1,1,0,2009,12
62,185,2,1,0,1983,16
67,315,1,2,1,2000,16
126,342,2,2,1,2002,19
76,385,3,1,1,1980,14
80,128,3,1,0,1996,5
45,155,1,1,0,2000,16
91,195,2,2,1,2005,9
126,390,3,2,1,2000,7
131,630,3,2,1,1995,20
69,205,2,1,1,2002,6
153,520,4,2,0,2007,9
58,340,2,1,1,1983,6
68,320,3,1,1,1992,6
76,175,1,1,0,2001,17
46,155,2,1,0,2010,17
119,280,2,1,0,2005,16
131,660,3,2,1,2002,14
166,400,4,2,1,1998,4
69,285,3,1,1,1988,16
121,565,2,2,1,2004,9
140,400,3,2,1,2012,15
192,750,4,2,1,2000,23
155,385,3,2,0,2006,20
68,235,2,1,1,1993,15
76,185,2,1,1,2007,8
86,220,1,2,1,2010,27
94,220,2,1,1,1998,7
79,310,3,1,1,1996,6
129,240,3,1,1,2009,6
48,280,1,1,1,1987,22
94,500,2,1,0,2009,6
67,270,2,1,0,1990,7
132,670,3,2,1,2000,28
143,455,3,2,0,2006,11
67,210,2,1,0,2000,18
67,235,2,1,0,1998,6
61,145,1,1,0,2012,27
56,230,1,1,1,2006,20
161,518,4,1,0,2006,25
92,270,2,1,0,2011,8
189,440,4,2,0,2005,7
91,179,2,2,1,2005,6
55,140,1,1,1,1995,6
62,195,2,1,1,1988,6
66,300,1,1,1,2008,23
65,285,2,1,1,1991,25
74,205,2,1,0,1995,6
57,200,2,1,1,1988,12
98,255,2,1,0,2004,21
111,510,3,2,0,2002,6
68,320,1,1,0,2003,21
75,228,2,2,1,2011,15
52,265,2,1,0,1988,6
70,165,2,1,0,2000,10
68,200,2,1,1,1995,18
61,230,1,1,1,2002,18
78,398,2,1,1,1996,12
111,210,2,1,0,2001,6
263,1750,4,2,0,2006,12
85,170,2,1,1,1999,6
53,135,2,1,0,1990,6
85,500,3,2,1,1988,18
91,310,3,2,0,2011,8
119,850,2,1,1,2004,7
95,210,3,1,0,1980,5
130,700,3,2,1,2003,17
147,420,3,2,1,2003,5
58,335,2,1,1,1984,6
56,235,3,1,0,1990,6
86,220,3,2,0,2010,8
56,220,1,0,1,2004,27
106,390,2,2,1,2005,20
31,90,1,0,0,2010,13
69,360,3,1,1,1996,6
138,390,3,2,0,2013,8
80,310,1,1,0,2003,11
67,185,2,1,1,1997,6
41,118,1,1,1,1993,6
120,315,3,2,1,2000,10
48,110,1,1,0,2012,18
85,320,3,1,1,1989,6
149,900,3,2,1,2006,7
46,210,1,1,0,1997,9
54,150,2,1,0,1996,18
116,525,3,1,1,2003,24
70,255,2,1,0,1998,25
147,610,3,2,0,2009,22
90,242,2,1,1,2010,22
121,260,2,2,1,2000,11
41,248,1,1,0,1985,7
52,205,1,1,1,1994,6
75,390,3,1,1,1989,6
76,224,2,1,0,2000,7
65,158,2,1,1,1990,6
113,285,3,1,1,2003,24
87,188,2,2,1,2001,6
37,150,1,1,0,1980,5
67,160,1,1,1,1998,6
55,216,1,1,0,2003,22
101,265,3,1,0,1995,6
168,420,3,2,1,2006,11
89,310,2,1,0,2007,6
37,150,1,1,0,1980,5
79,280,2,2,0,2004,28
89,300,1,1,1,2008,32
41,165,1,1,1,1991,6
48,170,1,0,0,2004,18
80,210,2,1,1,2002,2
54,150,2,1,0,1996,18
146,400,3,2,1,2000,7
52,285,2,1,1,1987,6
48,200,1,0,1,2006,18
71,415,3,1,1,1987,17
68,270,2,1,1,2000,7
65,158,2,1,1,1990,6
72,410,3,1,1,1989,14
60,450,2,1,1,1990,16
69,160,2,1,1,1995,6
54,135,2,1,0,1990,6
65,168,1,1,1,1988,18
60,185,2,1,0,1994,6
61,199,1,1,0,2000,21
57,250,2,1,0,1989,6
96,465,2,1,0,2009,18
55,220,2,1,1,1992,7
153,245,3,2,1,2004,6
69,205,2,1,0,1996,14
76,175,1,1,0,2001,17
218,860,4,1,0,2000,2
60,245,2,1,1,1992,6
57,330,2,1,1,1980,6
58,180,2,1,0,1988,6
64,317,2,1,1,1989,18
145,260,3,2,1,2009,25
35,143,2,2,0,2012,14
62,198,2,1,1,1990,7
68,163,1,1,0,2013,18
54,135,2,1,1,1982,6
64,235,1,1,1,2005,22
133,290,3,2,1,2004,18
158,820,3,2,1,1999,16
69,405,2,1,1,2001,6
53,350,1,1,1,1990,13
53,200,1,0,1,1998,7
58,130,1,1,1,1995,6
67,290,2,1,1,1997,22
119,265,2,2,1,2005,16
90,490,2,1,1,2005,17
126,325,3,2,1,2000,18
97,205,2,1,1,2002,6
96,500,3,1,1,2000,7
133,410,3,2,1,2000,24
112,384,2,1,0,2002,6
50,180,1,1,1,1997,6
55,165,1,1,0,1995,24
97,210,2,1,0,2003,6
57,236,2,1,1,1991,6
43,175,1,1,0,1988,6
53,193,2,1,0,1994,5
93,309,2,2,1,2007,27
170,880,3,2,0,2008,15
56,183,2,1,1,1985,6
65,235,1,1,0,2006,16
63,170,2,1,0,1996,6
89,295,3,1,0,1993,24
54,270,2,1,0,1986,6
96,325,2,2,1,1996,18
144,560,3,2,1,2000,26
66,185,1,1,0,2002,5
170,730,3,2,1,2015,18
137,480,3,2,0,2001,11
58,210,2,1,1,1993,6
87,320,2,1,0,2010,11
127,580,1,1,0,2003,30
66,150,1,1,1,2009,12
96,300,2,1,1,2003,11
99,388,2,2,1,2005,18
80,376,3,1,0,1988,6
79,255,3,1,1,1988,16
41,230,1,1,0,1989,6
56,166,2,1,1,1986,16
54,275,1,1,0,1997,6
104,230,2,2,0,2006,7
52,300,1,1,1,1994,18
129,240,3,1,1,2009,6
64,155,1,1,0,2011,20
132,280,3,2,0,1999,6
130,440,3,2,0,1999,19
64,220,1,1,1,2000,24
61,265,2,1,0,1992,16
43,99,1,0,0,2003,22
41,138,1,1,0,2010,13
130,245,3,2,0,2006,18
72,345,1,1,0,2004,22
69,140,2,1,1,1995,6
161,518,4,1,0,2006,25
63,228,1,1,0,1998,18
90,295,3,1,1,1996,6
98,470,2,1,1,1998,19
102,240,2,1,0,2004,6
74,150,2,1,0,1999,6
69,305,2,1,1,1996,18
73,219,1,1,1,1998,25
43,179,1,0,1,2003,12
34,99,1,0,1,2000,27
72,215,1,2,1,2003,6
128,570,2,2,1,2004,21
58,200,2,1,0,1995,6
58,168,3,1,0,1983,6
62,219,2,1,1,1992,6
126,400,3,1,0,2002,17
61,192,2,1,0,1983,6
87,500,2,1,1,2003,18
55,192,2,1,0,1988,6
86,285,2,1,0,2004,23
90,320,2,2,0,2006,6
73,290,2,1,0,2001,6
92,390,2,2,0,2000,29
87,418,2,1,1,2002,12
133,290,3,2,1,2004,18
173,460,3,2,0,2005,20
98,350,2,2,1,2007,19
54,275,2,1,1,1970,11
81,314,2,1,1,2008,6
62,188,2,1,1,1990,6
75,410,2,1,1,2003,16
86,310,2,1,1,2010,28
99,300,2,1,1,2003,5
53,130,1,0,1,2007,14
119,280,2,1,0,2005,16
125,263,3,1,1,2001,7
91,255,2,1,0,2005,27
141,420,3,2,0,1998,1
130,800,3,2,1,2005,19
73,320,3,1,0,1993,6
127,550,2,2,0,2000,19
53,175,2,1,1,2000,18
86,340,3,1,0,1989,25
116,315,3,1,1,2000,7
63,250,1,1,0,2001,22
65,150,2,1,1,1998,6
61,219,2,1,1,1984,6
158,820,3,2,1,1999,16
75,280,2,1,1,2005,28
65,325,1,1,1,2003,6
132,208,3,2,0,1999,6
61,265,2,1,0,1992,16
71,290,1,1,0,2005,12
87,251,2,1,0,2003,21
69,215,2,1,1,1999,6
98,450,2,2,1,2002,16
125,225,3,2,0,2007,6
130,245,3,2,0,2006,18
51,150,1,1,0,2006,13
47,169,1,1,0,1986,24
81,262,2,1,1,1998,22
116,455,2,2,1,2002,31
68,265,2,1,1,1995,6
80,200,2,1,0,2009,28
140,460,3,1,1,2000,24
101,225,2,2,1,2004,6
49,295,1,1,1,1986,17
83,400,2,1,0,2002,18
78,220,2,2,1,1997,6
40,96,1,0,0,2012,7
92,310,2,1,0,2010,8
72,460,3,1,1,1980,6
91,177,3,1,0,1997,6
156,630,3,2,0,2004,24
78,315,3,1,1,1993,12
89,222,2,2,1,2000,16
73,280,2,2,0,2000,23
63,245,2,1,0,1990,25
99,288,2,2,0,2005,28
60,160,1,0,0,2012,17
56,235,3,1,0,1990,6
152,612,3,2,0,1998,27
101,500,2,2,1,1988,18
241,370,3,2,0,2000,4
66,230,2,1,1,1988,16
71,188,2,1,1,1998,6
112,425,2,2,1,2003,11
134,950,3,2,1,2009,22
78,330,2,2,1,2009,15
69,215,2,1,1,1999,6
186,840,4,2,1,2001,16
68,320,2,1,1,1990,20
68,280,3,1,1,1989,6
108,265,3,2,1,2005,18
97,186,2,1,0,2000,32
70,148,2,1,1,1995,6
58,398,2,1,1,1979,16
108,540,2,1,1,1998,6
80,455,3,1,1,1989,6
118,290,2,2,1,2002,6
64,198,2,1,1,1991,5
67,218,1,1,1,1995,24
103,500,2,2,0,2004,20
90,235,2,1,0,2007,6
120,255,1,1,0,2005,28
51,280,1,1,1,1996,9
49,110,1,0,0,2012,23
95,300,2,2,0,1999,18
115,260,3,1,1,2004,6
101,230,2,1,1,2002,6
69,200,1,0,0,2006,12
233,650,3,2,0,1999,24
275,490,5,2,1,2002,1
90,500,3,1,1,2000,18
140,770,3,2,1,2012,27
51,300,1,1,1,1993,6
67,218,1,1,1,1995,24
74,140,2,1,0,1994,6
132,350,3,2,1,2005,9
114,550,2,2,0,2004,16
201,760,3,2,0,2000,32
57,150,1,1,1,2007,21
141,370,3,2,1,2000,6
87,170,2,1,0,1997,6
140,260,3,2,0,2004,11
57,285,2,1,1,1989,6
62,295,2,1,1,1990,5
180,580,3,2,1,2011,9
72,277,2,1,0,1994,20
110,480,2,2,1,2003,26
68,190,2,1,1,1983,6
103,210,2,2,0,2004,6
54,180,2,1,0,1994,5
119,280,2,1,0,2005,16
172,998,3,2,0,2002,26
135,620,3,1,0,2010,23
57,270,2,1,1,1981,6
85,340,3,1,0,1989,25
95,510,2,2,1,2005,28
119,550,2,1,0,2000,19
98,380,3,1,1,1997,26
86,258,2,1,0,2006,16
48,110,1,1,0,2012,18
55,215,2,1,0,1982,6
57,185,2,1,1,1982,16
130,278,3,2,1,2007,6
139,620,3,2,0,2000,27
59,230,2,1,0,1989,6
74,145,1,1,0,1994,6
94,305,2,1,0,2003,23
73,440,2,2,0,1990,18
82,208,2,2,1,1996,5
161,899,3,2,0,2002,16
99,550,2,1,1,2004,19
50,130,1,1,1,2003,13
84,320,2,1,1,1999,20
362,1400,4,2,0,2007,4
109,820,2,1,1,2002,24
58,180,2,1,0,1988,6
86,215,2,1,1,2005,28
141,360,3,2,1,2004,6
58,280,2,1,1,1985,6
71,360,3,1,0,1967,5
63,245,2,1,0,1990,25
66,285,2,1,1,1989,25
111,385,3,2,1,1998,10
73,280,3,1,0,1995,5
144,540,3,2,1,2006,10
53,350,1,1,1,1990,13
72,420,1,1,1,2004,23
77,196,2,2,1,2000,6
80,213,2,2,1,1996,6
78,340,2,1,1,1996,6
82,203,2,2,0,1995,6
108,335,2,1,1,1996,18
67,260,2,1,1,2000,26
48,185,2,1,1,1975,6
52,148,1,1,1,2001,9
170,660,3,2,1,2000,18
94,280,2,2,0,2001,22
84,343,3,1,1,1996,6
59,220,1,0,1,2002,21
94,345,2,2,1,2000,27
64,155,1,1,0,2011,20
125,410,2,1,1,2000,30
121,375,2,2,1,2004,28
48,175,2,1,0,1993,6
111,210,3,1,1,1998,18
149,810,3,2,0,2004,12
145,260,3,2,1,2009,25
68,265,2,1,1,1995,6
154,860,4,2,0,2005,12
295,810,4,2,1,2004,3
51,380,2,1,1,1979,6
63,160,1,1,1,1998,21
163,530,3,2,1,1998,25
52,142,1,1,1,2000,5
71,140,2,1,1,1995,6
48,230,1,1,0,1989,18
53,196,2,1,1,1990,6
88,215,2,1,0,2003,6
173,460,3,2,0,2005,20
57,263,2,1,0,1986,5
78,340,2,1,1,1996,6
67,190,1,1,0,2006,11
68,235,2,1,1,1993,15
82,208,2,1,1,2007,21
126,370,3,2,0,2002,10
45,140,1,1,1,1988,15
49,169,1,1,0,1993,6
49,166,1,1,0,2009,12
60,185,2,1,0,1994,6
68,205,1,1,0,2005,28
60,310,2,1,0,1987,6
96,465,2,1,0,2009,18
205,1100,4,2,1,2004,11
51,206,1,0,1,2003,28
140,246,3,1,1,1999,6
58,220,1,1,0,2005,24
142,388,3,2,1,2000,7
62,275,2,1,1,1990,18
141,706,3,2,1,2004,5
83,288,2,1,0,1999,26
119,880,2,2,1,2005,16
102,625,2,2,1,2002,23
119,310,3,1,0,2005,21
76,128,2,1,1,1990,6
61,246,2,1,1,1995,18
86,300,2,1,1,2012,26
108,700,2,2,1,2006,13
61,218,2,1,0,1990,6
70,225,1,0,1,2000,21
71,188,2,1,1,1998,6
63,290,2,1,1,1998,6
80,168,2,1,1,1997,7
120,255,1,1,0,2005,28
65,310,2,1,1,1989,20
59,170,3,1,1,1993,6
62,250,2,1,0,1983,6
81,370,3,1,1,1993,7
54,135,2,1,1,1982,6
88,225,2,1,0,1995,6
64,230,1,1,0,2003,21
64,325,2,1,1,1990,21
70,500,2,1,1,2003,11
156,820,3,2,0,2003,9
81,190,2,1,0,2000,13
93,330,2,1,0,2012,11
128,520,3,2,1,1997,22
56,350,2,1,1,1992,18
48,195,1,1,0,1995,19
37,150,1,1,1,2006,6
79,165,1,1,0,2003,6
160,260,3,2,1,2001,7
56,220,1,0,1,2004,27
60,240,3,1,1,1977,6
70,205,2,1,0,1993,6
97,215,2,1,0,2002,6
105,375,2,1,0,1998,18
128,320,3,2,0,2009,14
118,220,3,2,0,2012,19
52,270,2,1,0,1986,6
134,950,3,2,1,2009,22
54,173,1,1,0,1998,18
154,355,3,2,1,2009,28
67,180,2,1,0,1958,4
146,238,4,1,0,2000,6
50,169,1,1,0,1990,14
145,630,3,2,1,2004,12
57,232,2,1,0,1986,6
88,215,2,1,0,2003,6
58,202,2,1,0,1991,6
